trial_type.stimulus_random	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	cosine00	cosine01	cosine02	intercept
-3.299797611107321e-09	8.010030002150894e-06	-8.652060754251185e-16	2.3409944361846163e-16	6.41625839169219e-11	-8.144909997406695e-06	-6.408793492980022e-16	-8.073599179372414e-16	6.633951513533455e-11	-4.97400000906305e-06	1.1841271072435785e-15	-1.077702651575791e-15	2.4747510011515e-11	0.0001881260000025	9.841079889021901e-16	-1.4371528682350434e-15	3.539139557668098e-08	-0.0001086959999987	-6.146303128572771e-17	-8.851843101270275e-16	1.1814819841737091e-08	0.0004809340000006	1.0617215957646454e-15	-2.520450292458644e-15	2.312975158309263e-07	-1.5714866804539205e-15	-1.6953889368639453e-15	-1.1217399266627829e-15	1
9.255981855423562e-09	2.9999300020591424e-06	-5.0101000013714096e-06	2.510076523131465e-11	8.999991827871035e-12	-0.0178686999999991	-0.0178605550900016	0.000318999428122	0.0003192904396897	0.0202438999999937	0.0202488740000043	0.0004100168982697	0.0004098154872098	3.103450998552517e-15	-0.0001881260000022	3.539139161907429e-08	6.032573625281879e-16	-0.0003010380000019	-0.0001923420000005	3.6995444488265364e-08	9.062387908501135e-08	-1.876062390314196e-15	-0.0004809340000027	2.3129751762174726e-07	-3.1767941103096348e-15	-1.236265394320567e-15	-1.5791623702903345e-15	-1.0683994636120417e-15	1
-2.546671433478853e-08	-7.286550020572865e-07	-3.728584999557273e-06	1.3901215994885668e-11	5.305089586739384e-13	-0.0023144699999994	0.0155542300000009	0.0002419340708926	5.356771380444233e-06	0.019688599999997	-0.0005553000000004	3.08358089263063e-07	0.0003876409699641	-0.0006106510000009	-0.0006106510000031	3.728946505741558e-07	3.728946397360579e-07	-0.0004056449999997	-0.0001046070000012	1.094262339969763e-08	1.6454786589483487e-07	5.19859753532013e-17	2.028913118530929e-16	-1.779135601407188e-16	-2.1403536336095031e-16	0.1166357094000011	0.1166157323000006	0.1165824397000015	1
6.882492376004672e-08	0.0043910399999989	0.0043917686550012	1.92876319192048e-05	1.9281232280945885e-05	-0.0170240000000002	-0.0147095300000008	0.0002163702728203	0.0002898165759996	0.0199924999999969	0.0003039	9.235520961050089e-08	0.000399700056254	-0.0005480560000028	6.259500000120431e-05	3.918131567070825e-09	3.003653756352528e-07	-0.0001314389999976	0.0002742060000016	7.518893196336473e-08	1.7276207231845522e-08	8.95867936732129e-16	8.712783909736432e-16	-1.2059912550686536e-15	-2.202016433462384e-15	0.1165824397000017	0.1164027144000006	0.1161033775000014	1
-1.828203962660175e-07	-7.286550013132605e-07	-0.0043917686550011	1.928763191884454e-05	5.29415142535101e-13	-0.0346132000000026	-0.0175892000000003	0.0003093799566387	0.0011980736142411	0.0297538999999985	0.0097614000000018	9.52849299607684e-05	0.0008852945652113	-0.0001301529999986	0.000417903000002	1.7464291903233718e-07	1.6939806529028333e-08	-0.0004056449999996	-0.0002742060000029	7.518893228864862e-08	1.645478660422205e-07	2.1497178082966337e-15	3.478221107080119e-17	-1.6777299659981638e-15	-1.879071329849856e-15	0.1164759247000021	0.1159770678000007	0.1151472216000014	1
4.773236154581744e-07	-7.296170023963529e-07	-9.619997548399267e-10	-1.0791121703605908e-15	5.310423954116557e-13	0.0107646000000002	0.045377800000003	0.0020591447328453	0.0001158766131593	0.0433566999999998	0.0136028000000015	0.0001850361678412	0.0018798034348896	-0.0005534869999984	-0.0004233340000016	1.7921167702393053e-07	3.0634785871190694e-07	-0.0004056450000004	1.0222008639634533e-15	-1.871918031391133e-15	1.6454786676984102e-07	1.1028046748488748e-15	-1.0674028675513793e-15	-1.3403538513442845e-15	2.5706402618969395e-16	0.1163162130000019	0.1153395698000007	0.1137179010000015	1
-1.2241552753230547e-06	-7.298730023497903e-07	-2.559995128413593e-10	-8.463380491502867e-16	5.311800307592651e-13	-0.0289865000000011	-0.0397511000000024	0.0015801499512125	0.0008402171822498	0.0401849999999999	-0.0031716999999998	1.0059680889409169e-05	0.0016148342250003	-0.0003200469999987	0.0002334399999995	5.4494231858371194e-08	1.024300835421378e-07	-0.0004056450000009	-1.5655728090116947e-16	-1.359032345332473e-15	1.6454786630962338e-07	2.1455603184299795e-15	7.720058169187257e-16	-7.486259308929819e-16	1.5784209527594935e-16	0.1161033775000022	0.1144913851000009	0.1118212892000016	1
3.079659949053826e-06	0.0087998699999999	0.0088005998730019	7.74505581257002e-05	7.743771201630798e-05	-0.0189013000000022	0.0100852000000013	0.0001017112590387	0.0003572591416893	0.0449041000000002	0.0047191000000001	2.226990480989802e-05	0.0020163781968099	-0.0005776820000001	-0.0002576350000016	6.637579278575305e-08	3.337164933624895e-07	-0.000405645000002	1.1075734364607937e-16	-2.063755189778358e-15	1.645478661517919e-07	3.657824650392579e-15	-8.463472857191413e-16	-1.0354128521631618e-15	-3.0455121130206903e-16	0.115837515400002	0.1134340629000007	0.1094651797000015	1
-7.580282096194771e-06	3.5913899998711414e-05	-0.0087639561000021	7.680692652379345e-05	1.2898063543503372e-09	-0.0188994000000016	1.9000000005829652e-06	3.608406425878864e-12	0.0003571873203598	0.0449041000000003	3.5008097452491294e-17	-6.800029972972785e-16	0.0020163781968096	-0.0005776820000009	3.023234873357428e-16	-1.3558230097652769e-15	3.337164933130871e-07	-0.000405645000002	4.766225983778297e-16	-3.115041391046292e-15	1.645478679468278e-07	-0.0003163609999994	-0.0003163610000031	1.0008428453098437e-07	1.000842827734525e-07	0.1155187483000021	0.1121695347000008	0.1066592543000014	1
1.818714435184522e-05	0.0112121000000005	0.0111761861000025	0.0001249071357444	0.0001257111864099	-0.0188981000000016	1.3000000006089498e-06	1.68860828487546e-12	0.0003571381836094	0.0449187000000001	1.4599999999374088e-05	2.1315991286792863e-10	0.0020176896096903	-0.0004775470000002	0.0001001350000008	1.0027016653582215e-08	2.2805113769820714e-07	-0.0004056450000026	4.543177828276396e-17	-1.2012294067936205e-15	1.6454786759228177e-07	-0.0001907889999995	0.0001255720000016	1.576832694655063e-08	3.6400441649631145e-08	0.1151472216000018	0.1107001104000006	0.1034150432000015	1
-4.2385076995958994e-05	0.0112167000000016	4.599999999228652e-06	2.115794928497715e-11	0.0001258143588902	-0.0188947000000019	3.4000000007309586e-06	1.1558843695682752e-11	0.0003570096880897	0.0449097	-9.000000000140506e-06	8.099925079136054e-11	0.0020168811540897	-0.0005776820000009	-0.0001001350000006	1.00270175891652e-08	3.337164931563015e-07	-4.410989999924001e-05	0.0003615351000032	1.3070763092385393e-07	1.945679996815261e-09	-0.0004221360000001	-0.0002313470000019	5.352143406853852e-08	1.781988034678443e-07	0.1147231050000017	0.1090284739000005	0.0997458775000013	1
9.48802268451579e-05	1.956599999881888e-05	-0.0111971340000029	0.0001253758098168	3.8282596180316135e-10	-0.0061660700000003	0.012728630000001	0.000162018021676	3.802041924401768e-05	0.0449042	-5.500000000284816e-06	3.025013657003293e-11	0.0020163871776395	-0.0005776820000007	1.0893033807367197e-15	-1.8756495884251592e-15	3.3371649270532733e-07	-0.0003028569999995	-0.0002587471000025	6.695006360907159e-08	9.172236231266398e-08	-0.0001637119999995	0.0002584240000024	6.678296596928525e-08	2.680161696863852e-08	0.1142465923000018	0.1071576790000006	0.0956668345000013	1
-0.0001926349485894	0.0057741899999986	0.0057546240000017	3.311569738045574e-05	3.334127015457939e-05	0.0072846900000014	0.0134507600000004	0.0001809229445766	5.306670839604871e-05	0.0448917999999997	-1.2400000000521818e-05	1.5375902925758135e-10	0.0020152737072399	-0.0006894890000012	-0.0001118069999995	1.2500803777218221e-08	4.75395080672945e-07	-0.0004056450000015	-0.0001027880000009	1.0565371105222309e-08	1.6454786821613366e-07	-0.0003879520000018	-0.0002242400000018	5.0283578717052115e-08	1.5050675631441312e-07	0.1137179010000017	0.1050911429000007	0.0911946760000012	1
0.0003500644042143	0.0144493000000015	0.0086751100000016	7.525753351221416e-05	0.0002087822704916	-0.0188929000000004	-0.0261775900000017	0.0006852662182085	0.0003569416704091	0.0449144999999998	2.2699999999739605e-05	5.152891596809616e-10	0.0020173123102498	-0.0004688670000008	0.0002206220000009	4.8674066984095535e-08	2.1983626324264758e-07	-0.000575935000004	-0.000170290000001	2.8998684578224387e-08	3.317011310202596e-07	-0.0003898090000017	-1.8569999983019304e-06	3.4472159081701534e-12	1.519510578571318e-07	0.1131372727000014	0.1028326404000006	0.0863477791000011	1
-0.0008956880225258	0.0111977000000017	-0.0032516000000017	1.0572902558700273e-05	0.0001253884852902	-0.0101749000000013	0.008718000000001	7.60035239991683e-05	0.0001035285900094	0.0483265000000001	0.0034120000000003	1.1641743999665587e-05	0.0023354506022489	-0.0003942779999993	7.458900000060816e-05	5.563518701052428e-09	1.554551430272078e-07	-0.0001325580000007	0.0004433770000049	1.9658317004843264e-07	1.757162229401107e-08	-0.0004015540000008	-1.1744999999550792e-05	1.3794194339147169e-10	1.6124561518099953e-07	0.1125049725000016	0.1003862972000002	0.081146060600001	1
0.0288739506857556	0.0156200000000017	0.0044223000000003	1.9556737287739637e-05	0.0002439844000017	0.0310859000000029	0.041260800000002	0.0017024536166437	0.0009663331788128	0.0539613000000001	0.0056347999999999	3.175097103979785e-05	0.0029118218976888	-0.0005776819999985	-0.0001834039999999	3.3637026525566706e-08	3.337164931342515e-07	-0.0004056450000006	-0.0002730870000016	7.457651105673819e-08	1.645478678058583e-07	-0.000142267999999	0.0002592860000009	6.722923135215702e-08	2.0240182430398672e-08	0.1118212892000011	0.0977565817000006	0.075610895500001	1
0.2887774907193936	0.0125634000000015	-0.003056600000001	9.3428035585689e-06	0.0001578390195608	-0.0050199999999987	-0.0361059000000028	0.0013036360148123	2.520039999882188e-05	0.0448597999999989	-0.009101500000001	8.28373022498804e-05	0.0020124016560393	-0.0008276820000024	-0.0002500000000024	6.250000008392402e-08	6.850574921458566e-07	-0.0004056450000013	2.4278194483686393e-16	-1.3907314639263532e-15	1.6454786798784613e-07	3.7150854820517785e-15	0.0001422680000017	2.0240183337189142e-08	-1.2410893125565905e-15	0.1110865350000015	0.0949482978000012	0.0697650290000012	1
0.7022326623905196	0.0096294800000007	-0.0029339200000005	8.607886565754887e-06	9.27268850702706e-05	-0.001744420000001	0.0032755800000006	1.0729424335715376e-05	3.0430011360382603e-06	0.0449203999999979	6.06000000001418e-05	3.6723591754282075e-09	0.0020178423361594	-0.0005034760000001	0.000324206000003	1.051095319466627e-07	2.5348808165601537e-07	-0.0001034209999992	0.0003022240000025	9.133934700731357e-08	1.0695902305619854e-08	-0.0003141929999995	-0.0003141930000035	9.871724151541454e-08	9.871723869680153e-08	0.1103010456000021	0.0919665751000023	0.0636324831000015	1
0.959355459827356	0.0138965000000008	0.0042670200000012	1.8207459679808053e-05	0.0001931127122506	0.0113961000000001	0.0131405200000006	0.0001726732658698	0.0001298710952102	0.0609578999999991	0.0160375000000015	0.000257201406252	0.0037158655724078	-0.0006388039999983	-0.0001353280000009	1.831366546277153e-08	4.080705488324865e-07	-0.000405645000001	-0.0003022240000025	9.133934923834852e-08	1.645478676978141e-07	2.834472369497496e-15	0.0003141930000017	9.871724237829832e-08	-2.954507743431458e-15	0.1094651797000021	0.0888168602000032	0.0572384576000018	1
0.8217871207896583	0.0096740000000007	-0.0042225000000005	1.782950624987694e-05	9.35862760000586e-05	-0.0079058800000012	-0.0193019800000008	0.0003725664319208	6.250293857389843e-05	0.0490956999999982	-0.0118622000000013	0.0001407117888402	0.0024103877584896	-0.0003933409999982	0.0002454630000009	6.025208439164182e-08	1.5471714137793313e-07	3.143920000143209e-05	0.0004370842000034	1.9104260234278082e-07	9.8842197137512e-10	-0.0005585810000014	-0.0005585810000046	3.1201274060181017e-07	3.120127359689828e-07	0.1085793190000023	0.0855049067000025	0.0506092271000014	1
0.4349705525242964	0.0001010919999985	-0.0095729080000019	9.16405675787884e-05	1.0219590550803789e-08	-0.0050096600000002	0.0028962200000002	8.388090287472052e-06	2.5096693314859132e-05	0.0449073999999984	-0.0041883000000008	1.7541856889471387e-05	0.0020166745747598	-0.0005776819999998	-0.0001843410000009	3.398160312992612e-08	3.337164912903739e-07	-3.823469999776502e-05	-6.967390000115748e-05	4.8544521840439385e-09	1.4618910447571327e-09	-0.000558581000005	1.5733162187013819e-15	-1.5960749282200577e-15	3.12012737152909e-07	0.107643868100002	0.0820367644000015	0.0437720323000008	1
0.1624000394202334	0.0081276499999989	0.008026558000002	6.442563332840988e-05	6.605869452071696e-05	0.0194536000000023	0.0244632600000007	0.0005984510898279	0.000378442552961	0.0567534999999998	0.0118461000000008	0.0001403300852106	0.0032209597622486	-0.000881252000002	-0.0003035700000005	9.215474575642564e-08	7.7660508838465e-07	3.143920000288212e-05	6.967390000052247e-05	4.854451275281169e-09	9.884213260130907e-10	-0.000374913000003	0.0001836680000023	3.373393505507476e-08	1.4055975853080945e-07	0.1066592543000015	0.0784187683000005	0.0367549689000004	1
0.270897794163278	0.0174093000000013	0.0092816500000015	8.614902672316192e-05	0.0003030837264914	0.0179006000000025	-0.0015530000000012	2.4118089981115315e-06	0.0003204314803612	0.0736869000000013	0.0169334000000019	0.0002867400355621	0.0054297592316078	-0.0006573210000008	0.0002239310000018	5.0145093167705115e-08	4.320708964693159e-07	-9.668149999848258e-05	-0.0001281207000016	1.6414913069843416e-08	9.347311187199636e-09	-0.0003783009999996	-3.3880000001218936e-06	1.1476533341047508e-11	1.431116451807506e-07	0.1056259273000013	0.0746575274000009	0.0295868715000006	1
0.6248117400886044	0.0180978000000024	0.0006884999999995	4.740322464978138e-07	0.0003275303648432	0.0065450500000007	-0.0113555500000011	0.0001289485158015	4.283767950245468e-05	0.0788597000000012	0.0051727999999999	2.6757859838766347e-05	0.0062188522840889	-0.000787500000001	-0.0001301790000013	1.6946572000886802e-08	6.201562497060084e-07	-0.0003747890000025	-0.0002781075000024	7.734378322842267e-08	1.404667974452699e-07	-0.0005585810000011	-0.0001802800000017	3.2500877314488925e-08	3.1201273705237245e-07	0.1045443589000018	0.0707599123000018	0.0222971952000009	1
0.8675488264118693	0.0087937400000001	-0.009304060000002	8.656553248576464e-05	7.732986318640845e-05	0.0335838000000024	0.027038750000001	0.0007310940015633	0.001127871622444	0.0739327	-0.0049270000000015	2.4275328999942135e-05	0.0054660441292893	-0.0010721200000018	-0.0002846200000003	8.100854595407447e-08	1.1494412994227158e-06	-0.0001555650000009	0.0002192240000037	4.8059162190707846e-08	2.420047090977637e-08	-0.000216678	0.000341903000002	1.1689766351533804e-07	4.694935512781096e-08	0.103415043200002	0.0667330424000026	0.0149158950000011	1
0.7368588660979932	0.0055799399999989	-0.0032137999999999	1.032851043976979e-05	3.113573040206876e-05	-0.0110429000000003	-0.0446267000000032	0.0019915423528946	0.0001219456404081	0.0706236000000003	-0.0033091	1.0950142809209393e-05	0.004987692876959	-0.000723545000002	0.0003485750000012	1.2150453163124373e-07	5.235173666200355e-07	2.979470000233733e-05	0.0001853597000008	3.4358219199853185e-08	8.877226632469482e-10	-0.0002024999999991	1.4178000000920973e-05	2.0101443661191447e-10	4.10062485156977e-08	0.1022384959000023	0.0625842736000021	0.0074733022000007	1
0.3742112095766166	0.0172780000000018	0.0116980600000027	0.0001368446077658	0.0002985292840025	0.0142649000000002	0.0253078000000017	0.0006404847408409	0.00020348737201	0.0705331000000005	-9.050000000075863e-05	8.190249307606375e-09	0.0049749181956095	-0.0005927150000002	0.0001308300000023	1.7116488214680443e-08	3.5131107081037485e-07	2.979470000168087e-05	-8.893654501946934e-16	-1.7592605730936888e-15	8.877227914498496e-10	-0.0004517800000004	-0.0002492800000031	6.214051870259628e-08	2.0410516828943745e-07	0.1010152545000014	0.0583211844000008	3.478160861325394e-16	1
0.133401400095151	0.0082870000000006	-0.0089910000000026	8.08380810012089e-05	6.867436899830992e-05	0.0243227000000033	0.0100577999999995	0.0001011593408383	0.0005915937352922	0.0610886999999999	-0.0094444000000014	8.91966913604016e-05	0.0037318292676882	-0.0006967600000008	-0.0001040449999996	1.0825361750935134e-08	4.854744976046247e-07	2.9794700002556025e-05	-1.5007045744877954e-16	-1.663123264748883e-15	8.877233203201284e-10	-0.0003643620000001	8.74180000006409e-05	7.641905700293629e-09	1.327596670872509e-07	0.099745877500001	0.0539515618	-0.0074733022000002	1
0.2698247642228357	0.0208881000000028	0.0126011000000023	0.0001587877212127	0.0004363127216146	-0.0033831399999991	-0.0277058400000024	0.0007676135701064	1.144563625834243e-05	0.0691671000000003	0.0080784000000007	6.526054655915027e-05	0.0047840877224083	-0.0007688220000024	-7.206200000104582e-05	5.192931831234125e-09	5.910872662536005e-07	2.9794700001600453e-05	-6.526052690726308e-16	-8.455697177850608e-16	8.877231834974888e-10	-0.0005585810000017	-0.0001942190000005	3.7721019343106855e-08	3.120127351981619e-07	0.098430944700001	0.0494833878000002	-0.0149158950000001	1
0.632797288892054	0.0136755000000026	-0.0072126000000024	5.202159875994192e-05	0.0001870193002509	0.0033138899999994	0.0066970300000006	4.485021082026798e-05	1.0981866931526231e-05	0.0684347999999995	-0.0007323000000003	5.362632893616274e-07	0.0046833218510385	-0.0006543300000014	0.0001144920000016	1.3108418296678838e-08	4.2814774815338164e-07	0.000113363000002	8.356830000040193e-05	6.983659702337564e-09	1.2851169812544788e-08	-0.0005585810000022	2.8145736487788697e-16	-2.096522749111613e-15	3.120127355509403e-07	0.0970710567000016	0.0449248242000012	-0.0222971951999998	1
0.867934383724413	0.0119406000000008	-0.0017349000000004	3.009878008972565e-06	0.0001425779283601	0.0103838999999999	0.0070700100000001	4.9985041399174734e-05	0.0001078253792102	0.0846024000000004	0.0161676000000016	0.0002613912897621	0.0071575660857587	-0.0003555219999977	0.0002988080000017	8.928622158130274e-08	1.263958929101726e-07	2.9794700001943146e-05	-8.356830000118886e-05	6.983660286115156e-09	8.877230467381392e-10	-0.0003692560000011	0.0001893250000017	3.584395498676503e-08	1.3634999216128441e-07	0.095666834500002	0.040284198000002	-0.0295868714999996	1
0.7242670472999928	0.0077593999999995	-0.0041812000000008	1.7482433439308797e-05	6.0208288359073534e-05	0.0182052000000012	0.0078212999999999	6.117273368873705e-05	0.0003314293070414	0.0879485000000011	0.0033461	1.1196385209451958e-05	0.0077349386522496	-0.0005189259999977	-0.0001634040000016	2.670086637108406e-08	2.692841938056569e-07	2.9794700001568435e-05	-2.457783398639722e-16	-1.3443155146242714e-15	8.877221501410958e-10	-0.0002253579999989	0.0001438980000004	2.0706634008784447e-08	5.0786227253307934e-08	0.0942189196000019	0.0355699861000016	-0.0367549688999998	1
0.3604086539890901	0.0095768000000002	0.0018174000000008	3.302942758485605e-06	9.171509823949773e-05	0.0044930500000009	-0.0137121500000012	0.0001880230576214	2.018749830197322e-05	0.0727534000000003	-0.0151951000000024	0.0002308910640114	0.0052930572115591	-0.0003807849999985	0.0001381410000005	1.9082934400295097e-08	1.449972162197671e-07	-4.227089999940972e-05	-7.206560000195145e-05	5.193449410386653e-09	1.7868281271995214e-09	-0.0005050170000011	-0.0002796590000019	7.82091575653577e-08	2.5504217350264855e-07	0.0927279731000014	0.0307907997000003	-0.0437720323000005	1
0.130980813944865	0.0194477000000027	0.0098709000000011	9.743466681109876e-05	0.0003782130352941	-0.0033740200000002	-0.0078670700000008	6.18907903835335e-05	1.1384010959610106e-05	0.0916006000000023	0.0188472000000023	0.0003552169478429	0.0083906699203596	-0.0003021209999988	7.86639999994708e-05	6.188024623203967e-09	9.127709962487469e-08	2.9794700000265536e-05	7.206560000060762e-05	5.193450172521552e-09	8.877229984473618e-10	-0.000486198000001	1.881900000126245e-05	3.5415254340875356e-10	2.3638849614437035e-07	0.0911946760000011	0.0259553687999994	-0.0506092271000007	1
0.2818482956927447	0.011729500000002	-0.0077182000000024	5.9570611239773776e-05	0.0001375811702506	0.0162832000000009	0.0196572200000011	0.0003864062981283	0.0002651426022406	0.0838536000000013	-0.0077470000000016	6.001600900006616e-05	0.0070314262329596	-0.0004638029999987	-0.0001616820000006	2.61410693606101e-08	2.151132233528545e-07	2.9794700000644312e-05	5.2173834687283376e-17	-1.3562584808325574e-15	8.877239033089752e-10	-0.0004986300000012	-1.2432000000348765e-05	1.545530662426447e-10	2.4863187985037265e-07	0.0896197287000012	0.0210725261999999	-0.0572384576000007	1
0.6462940824471806	0.0193642000000026	0.0076347000000015	5.828864408991937e-05	0.000374972241644	0.0179540000000016	0.0016707999999994	2.7915726386706813e-06	0.000322346116001	0.0826799000000002	-0.0011737000000009	1.3775716892007475e-06	0.0068359658640094	-0.0006666779999999	-0.0002028750000014	4.1158266168923664e-08	4.444595545619641e-07	2.9794700000531467e-05	-2.321437169375126e-16	-9.874060394490366e-16	8.877228831093593e-10	-0.0002399379999991	0.000258692000002	6.692155244650599e-08	5.757024120690519e-08	0.0880038504000012	0.0161511911000008	-0.0636324831000004	1
