bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-21_ses-01_task-1Norm_run-01_bold	0.0003448809523809524	0.006653714672619047	4	25.386779950447767	1.1617396749850748	0.9876416914029849	0.5104672660845164	3922.6826171875	0.11370497557155379	9	2.6785714285714284	1.9365787933567165	1.824412	2.028660193468112	1.956664186602038	0.0186642	-0.011811327189207077	0.01927812583744526	336	84	84	52	5.654132164894574	1.0	2.5	2.499999761581421	2.499999761581421	37.02796536602951	40.48191956711932	145.3721923828125	63.108428955078125	230782.0	29.973176956176758	504.82010650634754	251.9561309814453	3.4232597316520543	654.941339842011	4121.212890625	4037.3505859375	75043.0	3167.8748046875	5340.949560546875	714.04833984375	63.18061447143555
sub-21_ses-01_task-2Swallow_run-01_bold	0.0005395575221238939	0.010265999351032448	1	26.413061994230763	1.1587157246153839	0.9664375757396455	0.5111172862344759	3763.593994140625	0.12493411035433344	34	10.029498525073747	1.9212707923201364	1.8110959999999998	2.0035681910751526	1.9491481858852564	0.0137355	-0.012926544062793255	0.01788725145161152	339	84	84	52	5.6333327065762555	1.0	2.5	2.499999761581421	2.499999761581421	41.04549895702568	42.52077757365665	150.87681579589844	64.9717025756836	231593.0	30.32555046081543	525.7518798828121	261.6898498535156	4.241167909132396	655.9877761246524	4150.41748046875	4060.437744140625	74687.0	3198.4361572265625	5375.675048828125	720.7830200195312	54.72710037231445
sub-21_ses-01_task-3HandA_run-01_bold	0.0004778378378378379	0.009235800510510511	3	27.23404180003014	1.1680841937048203	0.9729981646686743	0.5123113176346001	3718.678466796875	0.16699806761387376	92	27.62762762762763	1.9130467918487668	1.8012519999999999	1.9991761906562986	1.9387121848900017	0.0107625	-0.013696586713194847	0.018066884949803352	333	84	84	52	5.625882871424518	1.0	2.5	2.499999761581421	2.499999761581421	41.19162741613463	42.76743303002211	152.3876495361328	65.162353515625	231415.0	30.40823040008545	536.7655883789057	263.194580078125	4.313946578590973	653.6692193593601	4135.5673828125	4044.290283203125	74896.0	3192.673828125	5361.3958740234375	718.8673095703125	56.589088439941406
sub-21_ses-01_task-3HandA_run-02_bold	0.0032648203592814374	0.011946120658682634	2	28.995892619519537	1.2239145480480476	1.0164604209009003	0.5127046830031272	3645.504638671875	0.1843088758531609	83	24.850299401197606	1.9209534588913082	1.813148	2.0111241917957488	1.9385881848781763	0.0209446	-0.01332112867385149	0.017506109550595284	334	84	84	52	5.643020584074375	1.0	2.5	2.499999761581421	2.499999761581421	38.96052874620456	43.38813244819133	152.75804138183594	65.49853515625	231405.0	30.295824432373045	541.8036865234375	261.2718505859375	4.055849711155147	649.5935111121987	4123.87548828125	4034.15185546875	74960.0	3184.64833984375	5345.319311523438	714.8875122070312	49.116294860839844
sub-21_ses-01_task-4HandB_run-01_bold	0.0035126785714285715	0.015537014702380956	0	29.930385561134344	1.160622757402986	0.9907052844776127	0.5130925749151071	3677.3974609375	0.24080226883680325	114	33.92857142857143	1.9342801265358094	1.8223680000000002	2.0265761932693667	1.9538961863380608	0.0356767	-0.013109561987221241	0.018105771392583847	336	84	84	52	5.650720259004232	1.0	2.5	2.499999761581421	2.499999761581421	38.4857710190785	43.00669368658022	154.4901885986328	65.52558898925781	231372.0	30.51265878677368	547.6175720214837	265.88726806640625	4.277496276400744	646.779788371585	4131.02490234375	4038.908935546875	74879.0	3192.5805908203124	5346.785351562498	714.7552490234375	43.86494827270508
sub-21_ses-01_task-5Eyes_run-01_bold	0.005166507462686568	0.016871846328358208	1	29.349250256886236	1.1704062528742516	1.0086325195808377	0.5134135270826466	3599.23583984375	0.20471110187428307	89	26.567164179104477	1.9391374603208027	1.8227319999999998	2.0298961935859867	1.9647841873764216	0.0334988	-0.013178150169551373	0.01853272318840027	335	84	84	52	5.650811953037594	1.0	2.5	2.499999761581421	2.499999761581421	36.99617295694216	45.158461661265775	154.43048095703125	66.01009368896484	231403.0	29.02198143005371	549.7033630371093	263.0205078125	4.236479426729289	646.3088739462247	4109.8193359375	4022.66650390625	74993.0	3173.980859375	5319.375488281248	711.8693237304688	41.287261962890625
sub-21_ses-01_task-6DeepBreathing_run-01_bold	0.0027319219219219216	0.01876010570570571	3	32.41964794656626	1.0819758387349403	0.9519273783433729	0.5130769724182827	3620.272216796875	0.30572207236397253	174	52.252252252252255	1.911218791763572	1.798448	2.025184193136615	1.9100241821541006	0.0182046	-0.013141339644789696	0.018437685444951057	333	84	84	52	5.624693462243302	1.0	2.5	2.499999761581421	2.499999761581421	35.910227276697306	43.65987649495478	155.27798461914062	65.60317993164062	231680.0	30.008070278167725	553.1819824218738	265.7533874511719	4.832633574679108	622.759352062171	4071.940673828125	3980.2216796875	74582.0	3159.1339599609373	5275.021923828124	707.6287841796875	39.460689544677734
sub-22_ses-01_task-1Norm_run-01_bold	0.00028140298507462694	0.006250413432835822	1	28.405273779940124	1.1681525318263466	0.9981514945209579	0.4952977700036148	2627.16845703125	0.09500273907710917	2	0.5970149253731343	2.043392	1.929224	2.161768	2.0391839999999997	0.0104013	-0.00619578966870904	0.0188161451369524	335	84	84	52	5.784087229030825	1.0	2.5	2.5	2.5	36.81585662481763	33.91383858336223	133.2032470703125	59.16432189941406	243306.0	28.156476497650146	450.9453582763672	242.04168701171875	3.6219496316635453	477.82684102602286	3142.6494140625	3074.9208984375	64980.0	2446.559191894531	4036.638818359375	531.6132202148438	59.60786437988281
sub-22_ses-01_task-2Swallow_run-01_bold	0.00034320359281437125	0.006091159970059881	2	29.77402616615615	1.2076737168168172	1.0075089966666662	0.49304147909690993	2952.474853515625	0.09911473757011859	4	1.1976047904191616	2.064702666666667	1.961128	2.174548	2.0584320000000003	0.00667099	-0.005639102775603533	0.01829621009528637	334	84	84	52	5.656185646266117	1.0	2.5	2.5	2.5	36.34830267253498	31.997968964289885	127.07520294189453	54.13546371459961	243415.0	25.61054344177246	442.7611877441391	236.12388610839844	3.860390028365356	475.33526574011387	3053.74560546875	2984.31201171875	64914.0	2367.1927734375	3936.583813476562	527.6151123046875	59.65835189819336
sub-22_ses-01_task-3HandA_run-01_bold	0.0006309880239520958	0.007972315359281437	2	30.051493727747744	1.1862471595495496	1.0019414386186178	0.4940452606970459	2934.355224609375	0.17271540431534846	71	21.25748502994012	2.062758666666667	1.964844	2.173332	2.0501	0.0168375	-0.00622810423374176	0.017672725021839142	334	84	84	52	5.631662678478377	1.0	2.5	2.5	2.5	37.848953254588544	32.500246955486986	129.90579223632812	54.577247619628906	243502.0	25.68816547393799	453.92570648193333	243.73239135742188	3.969002896650247	475.06650789166645	3063.49755859375	2994.058837890625	64954.0	2368.2288452148437	3947.4613647460938	531.643310546875	52.88927459716797
sub-22_ses-01_task-4HandB_run-01_bold	0.0009145373134328359	0.008446133582089552	1	29.856727120508967	1.1756943467065866	1.002100471946107	0.49425447885506857	2926.4658203125	0.1676847398340375	54	16.119402985074625	2.064524	1.960708	2.182876	2.049988	0.0142673	-0.006507744546979666	0.017148934304714203	335	84	84	52	5.648306790000451	1.0	2.5	2.5	2.5	34.606210672063774	32.44398143664695	129.19908142089844	54.44651794433594	243541.0	25.672576904296875	454.8168029785156	237.31263732910156	4.04913811072085	471.4475974960075	3053.2080078125	2984.922119140625	65003.0	2368.431884765625	3938.388598632811	528.4591064453125	52.034793853759766
sub-22_ses-01_task-5Eyes_run-01_bold	0.00024912912912912916	0.006271451231231232	3	29.05076507186745	1.1896310372590355	0.9986203532530119	0.49441682660932434	2934.061279296875	0.10205627576415482	6	1.8018018018018018	2.0458399999999997	1.9379079999999997	2.1527760000000002	2.046836	0.00661366	-0.007129953242838383	0.016145512461662292	333	84	84	52	5.6528404614526195	1.0	2.5	2.5	2.5	34.899502859861535	32.52439953107189	129.81430053710938	54.490177154541016	243492.0	25.746809482574463	458.63557891845676	238.42074584960938	4.1338461012802385	471.654821560972	3062.33837890625	2992.652099609375	64944.0	2373.9415893554688	3949.852746582031	529.4027099609375	59.676883697509766
sub-22_ses-01_task-6DeepBreathing_run-01_bold	0.00024816816816816814	0.00690499012012012	3	30.309470906144572	1.200899684819277	0.9946360147891558	0.4947039943381755	2840.134033203125	0.11389898189930495	38	11.411411411411411	2.00738	1.898152	2.12488	1.999108	0.0776795	-0.007187610026448965	0.015995556488633156	333	84	84	52	5.5970474954444605	1.0	2.5	2.5	2.5	34.00254576203901	32.63423281004596	129.81004333496094	54.623077392578125	243694.0	25.749544525146487	458.03515930175723	237.66477966308594	4.65071961135242	457.4131893372874	3025.2861328125	2954.443359375	64663.0	2354.9628662109376	3906.780004882812	527.8533935546875	57.337623596191406
